id|nct_id|outcome_type|measure|time_frame|population|description
190357820|NCT01853631|secondary|Function of CD19.CAR-ATLs|up to 15 years||To study the function of CD19.CAR-ATLs, the following assays will be performed on PBMCs isolated from subjects: (1) ELISPOT for interferon-gamma release using CD19-positive cells and CD19-negative target cells; (2) Other functional assays, such as in vitro reactivation of PBMCs, in patients on whom the appropriate reagents are available; and (3) Immunophenotyping.
191486059|NCT03185494|primary|Occurrence of study related adverse events|Until week 24||defined as >= Grade 3 signs/symptoms, laboratory toxicities, and clinical events) that are possibly, likely, or definitely related to study treatment
191486060|NCT03185494|secondary|Anti-tumor responses to tanCART19/22 cell infusions|up to 24 weeks||
191486061|NCT03185494|other|in vivo existence of tanCART19/22|1 year||
190923659|NCT04160195|primary|Number of Participants Administered T Cells Expressing a Novel Fully- Human Anti-cluster of Differentiation 19 (CD19) and Anti-cluster of Differentiation 20 (CD20) Chimeric Antigen Receptors (CAR) Who Experienced a Dose-limiting Toxicity (DLT)|First protocol treatment through 28 days after the CAR T-cell infusion.||A DLT are defined as toxicities assessed by the Common Terminology Criteria for Adverse Events v5.0 that are possibly, probably, or definitely attributable to protocol interventions and occurring between the first protocol treatment through 28 days after the CAR T-cell infusion.
190923660|NCT04160195|secondary|Percentage of Peak Blood Chimeric Antigen Receptors (CAR) T Cells|119 days after CAR T-cell infusion||We measured CAR T-cell persistence by detecting the CAR gene in peripheral blood mononuclear cells (PBMC) by polymerase chain reaction (PCR).
190923661|NCT04160195|secondary|Percentage of Peripheral Blood Mononuclear Cells (PBMC) of Chimeric Antigen Receptors (CAR) T Cells|pretreatment and multiple days from day 1 to day 173 after infusion.||Peak blood levels of Chimeric Antigen Receptors (CAR) T cells were measured by exact Wilcoxon rank sum test.
190923662|NCT04160195|secondary|Number of Participants With Clinical Response|Approximately 1 year 5 months||Response for lymphoma was assessed by the Revised Response Criteria for Malignant Lymphoma and The Lugano Classification. Complete Remission (CR) is complete disappearance of all detectable clinical evidence of disease. Partial Remission (PR) is ≥ 50% decrease in nodes or masses. Progressive Disease (PD) is Response ≥ 50% increase in a single node. Stable Disease (SD) is neither sufficient shrinkage to qualify for PR nor PD. For participants with Chronic Lymphocytic Leukemia (CLL),response was assessed by the International Workshop on CLL. CR is no lymph nodes ≥ 1.5 cm on physical exam or relevant computed tomography. PR is a ≥ 50% decrease in peripheral B lymphocyte count from pre-treatment value. PD is a ≥ 50% increase in the greatest diameter of any lymph node that was enlarged pretreatment. And SD are participants who do not fulfill the criteria for CR, PR or PD.
190923663|NCT04160195|secondary|Last Time-Point at Which Chimeric Antigen Receptors (CAR) T Cells Were Detected in the Blood|119 days after CAR T-cell infusion||Chimeric Antigen Receptors (CAR) T cell persistence was measured in the blood by quantitative polymerase chain reaction (PCR). CAR T cells that are detected in the participant's blood that persist for a significant length of time is a positive finding.
190923664|NCT04160195|other|Number of Participants With Serious and Non-serious Adverse Events Assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0)|Date treatment consent signed to date off study, approximately 7 months and 18 days.||Here is the number of participants with serious and non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.
190923665|NCT04160195|other|Maximum Tolerated Dose (MTD) of Chimeric Antigen Receptors (CAR) T Cells|First protocol treatment through 28 days after the CAR T-cell infusion.||The maximum tolerated dose is the dose at which a maximum of 1 of 6 participants has a dose-limiting toxicity (DLT). A DLT are defined as toxicities that are possibly, probably, or definitely attributable to protocol interventions and occurring between the first protocol treatment through 28 days after the CAR T-cell infusion.
189855716|NCT04499573|primary|incidence of grade 3-5 SAE|1 month||"Safety:~Toxicity evaluation following CD19/CD22 CAR T-cell infusion:~- incidence of grade 3-5 SAE (according CTCAE v.5.0)"
189855717|NCT04499573|primary|incidence of grade 3-5 Severe Cytokine Release Syndrome|1 month||"Safety:~Toxicity evaluation following CD19/CD22 CAR T-cell infusion:~- incidence of grade 3-5 Severe Cytokine Release Syndrome (according ASTCT consensus)"
189855718|NCT04499573|primary|incidence of grade 3-5 ICANS|1 month||"Safety:~Toxicity evaluation following CD19/CD22 CAR T-cell infusion:~- incidence of grade 3-5 ICANS (according to ASTCT consensus)"
189855719|NCT04499573|primary|Rate of complete remission|1 month||"Efficacy:~- Rate of complete remission among all enrolled patients (Intent-to-Treat population)"
189855720|NCT04499573|primary|Rate of MRD-negative remission|1 month||"Efficacy:~- Rate of MRD-negative remission among all patients (Intent-to-treat population)"
189855721|NCT04499573|primary|March 2021 amendment: incidence of graft failure before day 100 (only for HSCT cohort)|100 days||Safety:
189855722|NCT04499573|primary|March 2021 amendment: incidence of aGVHD grade 2-4 (only for HSCT cohort)|100 days||Safety:
189855723|NCT04499573|secondary|Duration of MRD-negative remission|2 years||Efficacy:
189855724|NCT04499573|secondary|Persistence/frequency of CD19/CD22 lymphocytes in peripheral blood (flow cytometry)|2 years||Efficacy:
189855725|NCT04499573|secondary|Duration of B-cell aplasia and hypogammaglobulinemia|2 years||Efficacy:
189855726|NCT04499573|secondary|Overall survival|5 years||Efficacy:
189855727|NCT04499573|secondary|Safety and adverse effects long-term|5 years||Safety:
189855728|NCT04499573|secondary|March 2021 amendment: Incidence of chronic GVHD (only for HSCT cohort)|5 years||Safety:
190361265|NCT04601831|primary|Incidence of Treatment-Related Adverse Events as Assessed by CTCAE v5.0, ASTCT Consensus Guidelines for CRS, and ASTCT ICANS Consensus Guidelines for Neurotoxicity [Phase 1: Safety and Tolerability]|60 DAYS||"To determine the dose-limiting toxicity (DLT) and maximally tolerated dose (MTD) of RT to sites of incomplete response after CAR-T in patients with relapsed/refractory (R/R) non-Hodgkin lymphoma (NHL).~DLT rate will be defined by Common Terminology Criteria for Adverse Events (CTCAE) v5.0 grade 4 or higher hematologic, grade 3 or higher dermatitis/burn, pneumonitis, enteritis, or other toxicity attributable to RT, as well as new grade 3 or higher cytokine release syndrome (CRS) per American Society for Transplantation and Cellular Therapy (ASTCT) consensus guidelines or grade 3 or higher neurotoxicity per ASTCT immune effector cell-associated neurotoxicity syndrome (ICANS) consensus guidelines for adults. For those who had prior stem cell transplant (SCT), DLT will also be defined by grade C or D graft-versus-host-disease (GVHD) per International Bone Marrow Transplant Registry (IBMTR) grading system."
190361266|NCT04601831|primary|Rate of Metabolic Complete Response (CR) on Day 90 Post-CAR-T PET/CT scan per Lugano 2014 Classification [Phase 2: Efficacy]|Day 90 post CAR-T||To assess the efficacy of adding RT to sites of incomplete response after CAR-T in R/R NHL patients by determining the rate of metabolic complete response (CR) at day 90 post-CAR-T PET/CT scan, assessed per Lugano 2014 classification.
190361267|NCT04601831|secondary|Response rates of individual sites|Day 90 PET post-CAR-T||To determine the rates of complete response (CR), partial response (PR), stable disease (SD), progressive disease (PD), and overall response rate (ORR) of all irradiated and un-irradiated sites on day 90 PET post-CAR-T.
