id|nct_id|description
33219389|NCT04785833|Patients with acute leukemia derived from T lymphocytes have the characteristics of high expression of CD7 antigen, such as acute T lymphocyte leukemia (T-ALL).CAR-T therapy is to genetically modify the patient's T lymphocytes to target and eliminate tumor cells in a major histocompatibility complex-independent manner. CAR-T cells are costimulatory molecules that include single-chain antibodies (scFv) that recognize tumor-specific antigens, hinge regions, transmembrane regions, intracellular signaling regions (immunoreceptor tyrosine activation motif ITAM), and intracellular signaling regions. The chimeric antigen receptor of CD28 or CD137(4-1BB) conduction domain is expressed in a lentiviral vector, and the vector is transfected into autologous T cells, so that the modified CAR-T cells have targeting and specificity Recognizes and kills cancer cells expressing tumor antigens, and can proliferate and activate in vivo, but has no effect on cells that do not express the antigen
32951466|NCT04702841|This is a study on the clinical application of chimeric antigen receptor modified γδ T cells (CAR - γδ T cells) in relapsed and refractory CD7 Positive T cell-derived malignant tumors.The main purpose of this study was to evaluate the efficacy of car - γ δ T cell infusion in patients with relapsed and refractory CD7 Positive T cell-derived malignancies.
33137829|NCT05626400|This is an open, prospective, dose-escalation clinical study to evaluate the safety and efficacy of Senl-T7 in patients with relapsed or refractory CD7+ acute T lymphoblastic leukemia or T lymphoblastic lymphoma.Meanwhile, PK/PD indexes of Senl-T7 were collected.
33059988|NCT04014881|This is a single-center, open-label, single-arm study to evaluate the safety and efficacy of anti-CD123 CAR-T cells in patients with refractory/relapsed CD123+ Acute Myeloid Leukemia.
32860089|NCT05464719|"To learn if loncastuximab tesirine (called lonca in this informed consent form) can help to control large B-cell lymphoma that is relapsed or refractory after receiving CAR T-cell therapy. The safety and possible effects of the study therapy will also be studied."
32860164|NCT05274451|This study will evaluate the safety and tolerability of LYL797, a ROR1-targeted CAR T-cell therapy, in patients with ROR1+ relapsed or refractory triple negative breast cancer (TNBC) or non-small cell lung cancer (NSCLC). The first part of the study will determine the safe dose for the next part of the study, and will enroll TNBC and NSCLC patients. The second part of the study will test that dose in additional TNBC and NSCLC patients.
32860402|NCT04432506|This phase II trial studies the side effects and best dose of anakinra and to see how well it works in reducing side effects (toxicity) associated with a CAR-T cell treatment called axicabtagene ciloleucel in patients with large B-cell lymphoma that has come back (relapsed) or has not responded to treatment (refractory). Anakinra is a drug typically used to treat rheumatoid arthritis but may also help in reducing CAR-T cell therapy toxicity. Giving anakinra in combination with axicabtagene ciloleucel may help control relapsed or refractory large B-cell lymphoma.
32860466|NCT04071366|"The purpose of this study is to assess the safety and efficacy of oral administration of itacitinib for the prevention of cytokine release syndrome (CRS) in male or female participants aged 12 years or older and who are planning to receive an approved immune effector cell (IEC) therapy for hematologic malignancies."
32860548|NCT03435796|"This is a prospective study for the long-term follow-up (LTFU) of safety and efficacy for all pediatric and adult participants exposed to Gene-modified (GM) T cell therapy participating in a previous Celgene sponsored or Celgene alliance partner sponsored study.~Participants who received at least one GM T cell infusion will be asked to enroll in this LTFU protocol upon either premature discontinuation from, or completion of the prior parent treatment protocol."
33219570|NCT05199519|A phase Ia study to evaluate the safety, tolerance, pharmacokinetics and preliminary efficacy of IBI345 in patients with CLDN18.2 positive solid tumors
33219596|NCT04790747|Clinical trial for the safety and efficacy of sequential radiotherapy with CAR-T cells in the treatment of relapsed and refractory hematological malignancies with extramedullary lesions
32860685|NCT01087294|"Background:~Allogeneic hematopoietic stem cell transplantation (alloHSCT) is a procedure that transplants bone marrow cells (stem cells) from a matching donor into a recipient in order to allow the donor stem cells to produce cells that will attack the recipient s cancer cells. AlloHSCT is performed when chemotherapy, immunotherapy, or radiation therapy do not adequately control cancer growth. However, cancers that are not controlled by alloHSCT frequently become resistant to other standard treatment options.~The outcomes of alloHSCT might be improved if certain kinds of white blood cells (T cells) could be manipulated so that they generate a more potent effect against the cancer cells. This effect can be augmented by genetically engineering donor T cells to specifically recognize cancerous cells in order to attack them. For this purpose, researchers are studying a specific kind of genetically engineered T cell known as the anti-CD19-CAR-transduced T cell. More research is needed to determine if this T cell will be an effective treatment for certain kinds of B cell cancer (such as non-Hodgkin s lymphoma and chronic lymphocytic leukemia) that has not been controlled with alloHSCT.~Objectives:~- To assess the safety and effectiveness of administering allogeneic anti-CD19-CAR-transduced T cells to patients with B-cell cancer that has not responded to alloHSCT.~Eligibility:~Individuals between 18 and 75 years of age who have received allogeneic hematopoietic stem cell transplantation for a B cell cancer, but whose cancer has either not responded to or recurred after the transplant.~Recipients must have the same stem cell donor from their previous procedure.~Design:~Before the start of the study, all participants will be screened with a medical history and blood tests. Recipients will have tumor imaging scans, additional blood tests, and other tests as directed by the study doctors.~Donor participants will undergo apheresis to provide white blood cells for researchers to use in the treatment.~Recipients will have dose escalation to determine the most effective yet safe dose of anti-CD19 T cells. There will be six dose levels of anti-CD19 T cells. The first patients enrolled will have the smallest dose, and the dose will be increased when a level has been determined to be safe. .~Recipients will be hospitalized for at least 9 days after receiving the cell infusion, and will need to come to clinic for follow-up visits 2, 4, 8, and 12 weeks after the infusion.~Additional scans and frequent blood tests will be required for the first 3 months after the infusion, followed by less frequent visits over time.~Recipients will be followed for a maximum of 15 years after receiving the infusion."
33138134|NCT05208853|This is a single-center, open label, single dose study of anti CD30 CAR-T cells injection in treatment of patients with relapsed/refractory CD30+ lymphoma.
32860970|NCT03882840|T effector cells and NK cells have mutual compensatory killing functions on various of cancer types. For those cancers that have no available targets for CAR-T cell generations, we established potent T cell-like NK cells (ITNK) with a specific conversion protocol for the T cells from the patient, to perform anti-cancer therapy, especially for those cancers that are lack of MHC-I molecule expression. We have finished pre-clinical investigations for the ITNK cell therapy and scheduled to start a clinical phase I study.
32860979|NCT03198546|The third/fourth generation of CAR-T cells that target GPC3 (GPC3-CART cell) and/or soluble TGFβ (GPC3/TGFβ-CART )have been constructed and their anti-HCC function has been verified by multiple in vitro and in vivo studies. Clinical studies will be performed to test the anti-cancer function by the GPC3/TGFβ-CAR-T cells in human HCC patients with GPC3 expression. In this phase I study, the safety, tolerance, and preliminary efficacy of the GPC3/TGFβ-CAR-T cell immunotherapy on human will firstly be tested.
32952175|NCT04700319|"This is a clinical study of CD19 / CD20 CAR-T cell infusion in the treatment of relapsed or refractory hematological malignancies in CD19 / CD20 positive B cell lines.~The aim of this study was to evaluate the efficacy and safety of autologous chimeric antigen receptor T cell infusion targeting CD19/CD20 in the treatment of relapsed or refractory CD19 / CD20 positive B cell line hematological malignancies."
