id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
33212205|NCT03338972|Secondary|Objective Response Rate (ORR)|Number of patients with a best response of either complete response, stringent complete response, very good partial response or partial response, assessed using modified International Myeloma Working group response criteria.|Baseline up to 3 months after T cell infusion||||Participants|||Count of Participants
33212206|NCT03338972|Secondary|Progression-free Survival (PFS)|Assessed using modified International Myeloma Working Group response criteria|Assessed up to 1 year|||||||
33212207|NCT03338972|Secondary|Overall Survival (OS)||Assessed up to 1 year|||||||
33094482|NCT03624036|Primary|Number of Participants Experiencing Dose Limiting Toxicities (DLTs)|DLTs refer to toxicities with onset experienced during the first 28 days of study treatment that have been judged to be clinically significant and related to study treatment. DLTs evaluated may include with some exceptions: All brexucabtagene autoleucel related Grade 3 non-hematologic toxicities lasting for more than 7 days, Grade 4 non-hematologic toxicities regardless of duration, and Grade 4 hematologic toxicity lasting more than 30 days if not attributable to underlying disease.|First infusion date of brexucabtagene autoleucel up to 28 days. Participants were evaluated in specified period but Grade 4 hematologic toxicity (specified in description) having onset in this period were further observed for 30 days for confirmation.|DLT Evaluable Set included all participants treated with the target brexucabtagene autoleucel dose and followed for at least 28 days.|||Participants|||Count of Participants
33094483|NCT03624036|Secondary|Objective Response Rate (ORR) Per Investigator Review|Objective response rate is defined per the IWCLL 2018 criteria.|First infusion date up to 4 years|||||||
33094484|NCT03624036|Secondary|Percentage of Participants Experiencing Adverse Events (AEs)||First infusion date up to 4 years|||||||
33094485|NCT03624036|Secondary|Levels of Anti-CD19 CAR T-Cells in Blood||First infusion date up to 4 years|||||||
33213365|NCT03287804|Primary|Phase I - Number of Subjects With Grade 3 to 5 Toxicity During the Dose Limiting Toxicity (DLT) Period||Up to 28 days post-infusion|Patients who received at least 1 dose (complete or partial) of AUTO2 therapy (infused set)|||Participants|||Count of Participants
33213366|NCT03287804|Primary|Phase I - Number of Subjects With a Dose Limiting Toxicity (DLT)|"Dose limiting toxicity was defined as:~Any new non-hematological AE of Grade 3 or higher toxicity using the NCI CTCAE (Version 4.03), which is probably or definitely related to AUTO2 therapy, which occurs within the DLT evaluation period, and which fails to resolve to Grade 2 or better within 14 days, despite appropriate supportive measures; A Grade 4 CRS; Any other reason for activation of the safety switch after receiving AUTO2; Any other fatal event (Grade 5) or life-threatening event (Grade 4) that cannot be managed with conventional supportive measures or which in the opinion of the SEC necessitates dose reduction or other modification to trial treatment to avoid a similar hazard in future patients. Effort should be made to perform an autopsy in case of fatal event where the aetiology is unclear; Any event that in the opinion of treating investigators and/or Medical Monitor puts the patient at undue risk may also be considered a DLT."|Up to 28 days post-infusion||||Participants|||Count of Participants
33213367|NCT03287804|Primary|Number of Infused Patients With Best Overall Response|Best overall response was defined as stringent complete response + complete response + very good partial response + partial response following treatment with AUTO2. Response Criteria Per IMWG Consensus Recommendations|Up to 2 years|All patients who received at least 1 dose (complete or partial) of AUTO2 therapy in Phase I of the study were included in this analysis. No patients were enrolled in Phase II as the study was early terminated in Phase I. 2 patients were retreated; their best overall response is presented for this endpoint|||Participants|||Count of Participants
33213368|NCT03287804|Secondary|Proportion of Patients for Whom an AUTO2 Product Can be Generated|Feasibility of product generation was examined by assessing the number of AUTO2 successfully manufactured as a fraction of the number of patients undergoing leukapheresis (all patients registered).|Up to 2 years||||Participants|||Count of Participants
33213369|NCT03287804|Secondary|Clinical Benefit Rate|Number of subjects exhibiting stringent complete response, complete response, very good partial response, partial response or minor response following treatment with AUTO2|Up to 2 years|All patients who received at least 1 dose (complete or partial) of AUTO2 therapy in Phase I of the study were included in this analysis. 2 patients were retreated; their best overall response is presented for this endpoint|||Participants|||Count of Participants
33213370|NCT03287804|Secondary|Duration of Response|Calculated from the date of first observation of sCR, CR, VGPR or PR to the date of disease progression, relapse or death, for patients who were considered responders (achieved at least PR). Patients who had not progressed, relapsed or died will be censored at the last adequate disease assessment.|Up to 2 years|Analysis was not performed due to not enough patients who had a response (VGPR, PR) to justify the duration of response. The study was terminated early and Phase 2 was not started.||||||
33213371|NCT03287804|Secondary|Time to Disease Progression|Calculated from the date of AUTO2 treatment to the date of progression. Patients who had not progressed, relapsed or died without progression/relapse will be censored at the last adequate disease assessment.|Up to 2 years|Analysis was not performed due to not enough patients who had a response (VGPR, PR) to justify the time to disease progression. The study was terminated early and Phase 2 was not started.||||||
33213372|NCT03287804|Secondary|Progression-free Survival|Calculated from the date of AUTO2 treatment to the date of progression or death. Patients who have not progressed or relapsed was censored at the last adequate disease assessment|Up to 2 years|Analysis was not performed due to not enough patients who had a response (VGPR, PR) to justify the progression-free survival. The study was terminated early and Phase 2 was not started.||||||
33213373|NCT03287804|Secondary|Overall Survival|Descriptive analysis based on number of patients alive at database lock (1-May-2020).|Up to 2 years|All patients who receive at least 1 dose (complete or partial dose) of AUTO2 therapy|||Participants|||Count of Participants
33213374|NCT03287804|Secondary|Number of Patients With Expansion Followed by Persistence of RQR8/APRIL CAR Positive T Cells in the Peripheral Blood|Expansion and persistence of RQR8/APRIL CAR positive T cells as determined by quantitative polymerase chain reaction and/or flow cytometry.|Up to 2 years||||Participants|||Count of Participants
33104160|NCT03483103|Primary|Overall Response Rate (ORR)|"Overall response rate is the percent of participants with a best overall response (BOR) of either complete response (CR) or partial reasons (PR) based on the Independent Review Committee (IRC) assessment recorded from the time of JCAR017 treatment until disease progression, end of study, the start of another anticancer therapy or JCAR017 retreatment.~CR = Score 1, 2, or 3 with or without a residual mass on the positron emission tomography 5-point scale (PET 5PS). A score of 3 in many patients indicates a good prognosis with standard treatment.~PR = Score 4 or 5b with reduced uptake compared with baseline and residual mass(es) of any size.~PET 5PS = 1- no uptake above background; 2- uptake ≤ mediastinum; 3- uptake > mediastinum but ≤ liver; 4- uptake moderately > liver; 5- uptake markedly higher than liver and/or new lesions; X- new areas of uptake unlikely to be related to lymphoma."|From first dose to disease progression, end of study, the start of another anticancer therapy, or hematopoietic stem cell transplantation (up to approximately 24 months)|All participants with PET positive disease who received at least one infusion of JCAR017|||Percent of Participants||95% Confidence Interval|Number
33104161|NCT03483103|Secondary|Number of Participants With Any Treatment-Emergent Adverse Events (TEAEs)|A TEAE was defined as an adverse event that started any time from initiation of product administration through and including 90 days following product administration. AEs that occurred after the initiation of subsequent anticancer therapy or product retreatment were not considered as product TEAE. AEs are graded according to National Cancer Institute Common Terminology Criteria for Adverse Events (Version 4.03) (NCI CTCAE) guidelines where Grade 3= Severe, Grade 4= Life-threatening, and 5 = Death.|From first dose to 90 days following first dose (up to approximately 90 days)|All participants who received at least one JCAR017 infusion|||Participants|||Count of Participants
33104162|NCT03483103|Secondary|Change From Baseline of Hematology Laboratory Results: Hemoglobin|Change from baseline in Hematology laboratory analysis. Includes Hemoglobin. Baseline is the last observation collected prior to or on the date of product infusion.|Baseline and Day 29|All participants who received at least one JCAR017 infusion evaluable for hematology laboratory tests|||g/L||Standard Deviation|Mean
33104163|NCT03483103|Secondary|Change From Baseline of Hematology Laboratory Results: Leukocytes, Lymphocytes, Neutrophils, Platelets|Change from baseline in Hematology laboratory analysis. Includes Leukocytes, Lymphocytes, Neutrophils, and Platelets. Baseline is the last observation collected prior to or on the date of product infusion.|Baseline and Day 29|All participants who received at least one JCAR017 infusion evaluable for hematology laboratory tests|||10^9 cells/L||Standard Deviation|Mean
33104164|NCT03483103|Secondary|Change From Baseline of Chemistry Laboratory Results: Albumin|Change from baseline in Chemistry laboratory analysis. Includes Albumin. Baseline is the last observation collected prior to or on the date of product infusion.|Baseline and Day 29|All participants who received at least one JCAR017 infusion evaluable for chemistry laboratory tests|||g/L||Standard Deviation|Mean
33104165|NCT03483103|Secondary|Change From Baseline of Chemistry Laboratory Results: Alanine Aminotransferase, Aspartate Aminotransferase, Lactate Dehydrogenase|Change from baseline in Chemistry laboratory analysis. Includes Alanine Aminotransferase, Aspartate Aminotransferase, and Lactate Dehydrogenase. Baseline is the last observation collected prior to or on the date of product infusion.|Baseline and Day 29|All participants who received at least one JCAR017 infusion evaluable for chemistry laboratory tests|||U/L||Standard Deviation|Mean
