id|nct_id|intervention_type|name|description
56189333|NCT04653649|Biological|HSP-CAR30|Anti-CD30 CAR T-cells
56189335|NCT04653493|Biological|CD19 CAR engineered autologous T-cells|"Given IV~Following preconditioning with lymphodepleting chemotherapy (cyclophosphamide and fludarabine) patients will be treated with CD19 Chimeric Antigen Receptor (CAR) T cells as a single or split dose (day 0, 1 and 2, CAR cells will be intravenously infused at the 10%, 30% and 60% ratio respectively). Dosing of CD19 CAR-T cells will follow a dose-escalation schema, with dose changes based on dose-limiting toxicities."
56189336|NCT04653493|Drug|Cyclophosphamide|Given IV
56189337|NCT04653493|Drug|Fludarabine|Given IV
56189338|NCT04653493|Drug|Mesna|Given IV
56598727|NCT05396885|Biological|CART-ddBCMA|BCMA-directed CAR T-cell therapy using a novel, synthetic binding domain, called a D-domain
56189400|NCT04650724|Drug|T cell infusion agent targeting BCMA chimeric antigen receptor|Chimeric antigen receptor T cells (car-t) is one of the most effective therapies for malignant tumors (especially hematological tumors). Like other immunotherapies, the basic principle is to use the patient's own immune cells to clear cancer cells. Chimeric antigen receptor (car) is the core component of car-t, which endows T cells with the ability to recognize tumor antigens in an independent manner, which enables car modified T cells to recognize a wider range of targets than natural T cell surface receptors (TCR). The basic design of car includes a tumor associated antigen binding region (usually derived from scFv segment of monoclonal antibody antigen binding region), transmembrane region and intracellular signal region. The selection of target antigen is a key determinant for the specificity and effectiveness of car and the safety of genetically modified T cells.
56189486|NCT04637503|Biological|GD2, PSMA and CD276 CAR-T cells|infusion, for 1x10^6~1x10^7 cells/kg via IV
56189513|NCT04637269|Biological|anti-BCMA CAR-T|5×10^7 /KG 15×10^7 /KG 45×10^7/KG Treatment follows a lymphodepletion, chemotherapy regimen that consists of Fludarabine (30 mg/m2 per day) and Cyclophosphamide (300mg/m2 per day) for 3 days prior to cell infusion.
56313305|NCT03666000|Genetic|PBCAR0191|Single dose of Allogeneic Anti-CD19 CAR T cells will be infused
56313306|NCT03666000|Drug|Fludarabine|Fludarabine is used for lymphodepletion.
56313307|NCT03666000|Drug|Cyclophosphamide|Cyclophosphamide is used for lymphodepletion.
56599387|NCT02107963|Biological|Anti-GD2-CAR engineered T cells|Administer anti-GD2 CAR T cells 1 x 105 transduced T cells/kg; 1 x 106 transduced T cells/kg; 3 x 106 transduced T cells/kg; and 1 x 107 transduced T cells/kg
56599388|NCT02107963|Drug|AP1903|If unacceptable toxicity occurs that is possibly, probably or likely related to anti-GD2-CAR T cells, AP1903, a dimerizing agent, may be administered to mediate clearance of the genetically engineered cells and resolve toxicity
56599389|NCT02107963|Drug|Cyclophosphamide|1800mg/m2/d X 2 days as a lymphodepleting regimen
56314384|NCT04185038|Biological|SCRI-CARB7H3(s); B7H3-specific chimeric antigen receptor (CAR) T cel|Autologous CD4+ and CD8+ T cells lentivirally transduced to express a B7H3 specific chimeric antigen receptor (CAR) and EGFRt given via indwelling central nervous system (CNS) catheter
56314664|NCT02723942|Biological|CAR-T cell immunotherapy|This CAR-T cell immunotherapy with a novel specific Chimeric antigen receptor aiming at GPC3 antigen.
56314667|NCT05015972|Biological|CTA30X UCAR-T injection|CTA30X UCAR-T injection is an allogeneic CAR-Ttargeted CD19 . A single infusion of CART cells will be administered intravenously.
56314702|NCT02715362|Drug|TAI-GPC3-CART cells|TAI as a local drug delivery pathway, so that more T cells gathered at the tumor site, less T cells to migrated to the normal tissue, thereby enhancing the efficacy of anti-tumor, reducing the potential of side effects. And GPC3-CART is a 2nd CAR, with GPC3 as the target protein, 4-1BB as a co- stimulator
56315183|NCT02706782|Drug|TAI-meso-CART|TAI as a local drug delivery pathway, so that more T cells gathered at the tumor site, less T cells to migrate to the normal tissue, thereby enhancing the efficacy of anti-tumor, reducing the potential of side effects. And meso-CART is a 2nd CAR, with mesothelin as target protein, 4-1BB as co- stimulator
56025019|NCT05312411|Biological|SCRI-E2CAR_EGFRtv1|Autologous CD4+ and CD8+ T cells that have been genetically modified to express antiFL(FITC-E2)
56025020|NCT05312411|Drug|UB_TT170|Bispecific small molecule adapter formulated with phosphate buffered saline
56315492|NCT04154709|Biological|CTA101|Universal CD19-directed CAR-T cells by a single infusion intravenously will be given in escalating doses.
56025137|NCT05105152|Biological|SC-DARIC33|Infusion with SC-DARIC33 followed by intermittent oral rapamycin administration
56315706|NCT05344664|Biological|GPC3-CAR-T cells|The patients will receive one dose of GPC3-CAR-T.The dosage ranges from3×10^6 to 1×10^8 CAR-T+/kg.
56025419|NCT04571138|Biological|SCRI-CAR22v2|Single infusion of SCRI-CAR22v2
56025477|NCT04450069|Combination Product|CLBR001 and SWI019|Investigational immunotherapy for B cell malignancies
56317622|NCT04033302|Biological|CD7-specific CAR gene-engineered T cells|Infusion of CD7-specific CAR-T cells
56192909|NCT04666168|Biological|Auto CAR-T|Biological: Auto CAR-T
56192910|NCT04666168|Drug|Cyclophosphamide,Fludarabine|Drug: Cyclophosphamide,Fludarabine
56192911|NCT04666168|Procedure|Leukapheresis|Leukapheresis
56192952|NCT04665076|Biological|Auto CAR-T|Biological: Auto CAR-T
56192953|NCT04665076|Drug|Cyclophosphamide,Fludarabine|Drug: Cyclophosphamide,Fludarabine
56192954|NCT04665076|Procedure|Leukapheresis|Leukapheresis
56193076|NCT04661020|Drug|CD19 CAR-T cells|Each subject receive CD19 CAR T-cells by intravenous infusion
56025823|NCT03684889|Biological|SCRI-huCAR19v1|1:1 mixture of CD4:CD8 autologous T cells lentivirally transduced to express a second generation 4-1BB-ζ human CD19-specific CAR and Her2tG
56025824|NCT03684889|Biological|SCRI-huCAR19v2|Mixture of CD4:CD8 autologous T cells lentivirally transduced to express a second generation 4-1BB-ζ human CD19-specific CAR and Her2tG
56318583|NCT04169022|Other|Sample collection|Sample collection blood and/or bone marrow
56318599|NCT04186052|Biological|BCMA-CART cells|Target BCMA chimeric antigen receptor T cell infusion
56025965|NCT03330691|Biological|Patient-derived CD19- and CD22 specific CAR|Patient-derived CD19-specific CAR also expressing an HER2t and CD22-specific CAR T-cells also expressing an EGFRt
56025992|NCT03244306|Biological|Patient-derived CD22-specific CAR T-cells also expressing an EGFRt|Patient-derived CD22-specific chimeric antigen receptor T-cells expressing an EGFRt
56193504|NCT04626739|Drug|CD19 CAR-T|CD19 CAR-T for CD19 positive R/R non-Hodgkin lymphoma
56193505|NCT04626739|Drug|CD22 CAR-T|CD22 CAR-T for CD22 positive R/R non-Hodgkin lymphoma
56193506|NCT04626739|Drug|CD19+CD22 CAR-T|CD19+CD22 CAR-T for CD19 positive and CD22 positive R/R non-Hodgkin lymphoma
56193507|NCT04626739|Drug|Fludarabine|25mg/㎡ for D-4、D-3 and D-2
56193508|NCT04626739|Drug|Cyclophosphamide|500mg/㎡ for D-3 and D-2
56026006|NCT03186118|Biological|T-cell Antigen Presenting Cells expressing truncated CD19 (T-APC)|Autologous CD4 and CD8 T cells transduced to express a truncated CD19 (CD19t) Transgene
56026168|NCT02028455|Biological|Patient Derived CD19 specific CAR T cells also expressing an EGFRt|Defined Composition CD4 and CD8 T cells Lentivirally Transduced to Express a Second Generation 4-1BB:zeta CD19 CAR and EGFRt
56026213|NCT01683279|Biological|Autologous CD19 CAR+ EGFTt + T cells|Autologous T cell modified to express a CD19 specific CAR and a truncated EGFRt tag
56442455|NCT04288726|Biological|CD30.CAR-EBVST cells|"The dose is based on the number of CD30.CAR-expressing cells. In our previous study the highest dose was 2 × 108 cells/m2 and we did not reach an MTD. We will be splitting the total dose between 2 infusions three days apart to improve tumor exposure to CAR-T cells.~There will be a gap of 4 weeks between the first and second patient on each dose level.~On Days 0 and 3 ±1 of study, patients will receive half their planned dose of investigational T cell product by IV infusion over approximately 1 to 10 minutes in an expected volume of 1 to 50 mL."
56026402|NCT03994705|Biological|Descartes-11|CAR T-Cells
56026403|NCT03994705|Drug|Fludarabine|Pre-conditioning chemotherapy
56026404|NCT03994705|Drug|Cyclophosphamide|Pre-conditioning therapy
56319439|NCT04184414|Drug|CD19-CART|1-10x106 / kg CD19 CART cells
56319530|NCT02813837|Biological|CD19CART|Patients will be given infusions of CD19CART cells into the vein over a period of 1 to 3 days. The target dose range administered in this study is 1x10e5-1x10e7 CD19CART cells/kg. Patients will be monitored for a response, toxic effects, and the expansion and persistence of circulating CD19CART cells.
56194135|NCT04610125|Biological|Auto CAR-T|Biological: Auto CAR-T
56194136|NCT04610125|Drug|Cyclophosphamide,Fludarabine|Drug: Cyclophosphamide,Fludarabine
56194137|NCT04610125|Procedure|Leukapheresis|Leukapheresis
56026687|NCT05651100|Biological|CD19 and CD22 targeted CAR-T cells|CAR-T cells were manufactured from peripheral blood mononuclear cells collected by leukapheresis and frozen for multiple uses. Before each CAR T-cell infusion (day 0), patients received lymphodepleting chemotherapy composing of Fludarabine (30 mg/m2/day) and Cyclophosphamide (300 mg/m2/day) on days -5 to -3. No bridging chemotherapy was given between enrollment and infusion. In sequential CAR-T clinical trials, CAR-T cells will be given.（anti-CD19 CAR-T first, then anti-CD22 CAR-T).
56320057|NCT05652920|Biological|Ori-C101|Hepatic arterial infusion
56442762|NCT03685786|Biological|CART19 cell and auto-HSCT|Phase 1 Clinical Study of CD19-directed Chimeric Antigen Receptor-modified T (CART19) Cells treatment for Adult Patient with Minimal Residual Disease(MRD) of B Cell Malignancies and then Autologous Hematopoietic Stem Cell Transplantation(Auto-HSCT). Subjects will receive 0.5-4 x 10^8 transduced CAR T cells as a split dose over three days as follows:Day 0, 10% fraction: 0.5-4x10^7 CART19 cells, Day 1, 30% fraction: 1.5x10^7-1.2x10^8 CART19 cells, Day 2, 60% fraction: 3x10^7-2.4x10^8 CART19 cells. Auto-HSCT will be made about 6 mouths after CART19 cell is infused back to the patient.
56320076|NCT04236011|Biological|GC012F injection|GC012F injection is a autologous dual CAR-T targeted BCMA and CD19. A single infusion of CART cells will be administered intravenously.
56320325|NCT02794961|Biological|CD22 CAR-T|Autologous CAR-T cells with average 1*10^6 cells/kg body weight
56601803|NCT02203825|Biological|CM-CS1 T-cell infusion|Each patient will receive a single dose of CM-CS1 T-cells by intravenous infusion.
56194638|NCT04594135|Drug|anti-CD5 CAR T cells|anti-CD5 CAR T cells transduced with a lentiviral vector to express CD5 chimeric receptor domain on T cells
56027069|NCT05416554|Behavioral|Neuropsychological testing|Upon completion of the consent, the subject will be booked into an available 90 minute in-person or remote neuropsychological testing
56194808|NCT04213469|Biological|PD1 specific integrated anti-CD19 Chimeric Antigen Receptor T Cells|Gene editing autologous T cells with anti-CD19 ScFv expression and knockout of PD1
56444060|NCT05318963|Biological|LCAR-AIO cells product|before treatment with LCAR-AIO cells, subjects will receive a conditioning regimen (IV infusion of cyclophosphamide 300 mg/m^2 and fludarabine 30mg/m^2 once daily (QD) for 3 days.
56322777|NCT02765243|Biological|Anti-GD2 CART|Anti-GD2 4th Generation Chimeric Antigen Receptor-modified T Cells
56324794|NCT02735291|Biological|CD19-targeted CAR-T cells|This study have only one arm that is CAR-T experimental arm. Firstly all participators will be attended the screening, who passed the screening for the treatment of CAR-T cells, the CAR-CD19-modified T cells can recognize and kill tumor cells in the body，follow-up 35 months..
56445898|NCT03932565|Biological|CAR-T therapy for nectin4-positive malignant solid tumor|The Intravenous minimally invasive surgery combined with intratumoral injection of Nectin4/FAP-targeted the fourth-generation CAR-T cells (expressing IL7 and CCL19, or IL12) are used to treat Nectin4-positive advanced malignant solid tumors, maximally eliminating residual cancer cells and preventing recurrence.
56325002|NCT02737085|Biological|Anti-CD19 CAR-T cells and Anti-CD20 CAR-T cells|Patients receive autologous-derived CD19-targeted CAR-T cells following CD20-targeted CAR-T cells after receiving lymphodepleting chemotherapy.
56488640|NCT03720457|Drug|Human CD19 targeted T Cells Injection|Autologous genetically modified anti-CD19 CAR transduced T cells
56604545|NCT04473937|Radiation|Radiotherapy|Radiotherapy at pre-determined dose and schedule
56604950|NCT04923919|Drug|Anti-CLL1 CART cells|In this study, patients with acute myeloid leukemia were treated with autologous anti-CLL1 CAR T cells by a single, intravenous infusion.Blood and bone marrow were collected before and 12 months after infusion to detect the number and activity of CAR T cells, and to evaluate the efficacy of CAR T cells.
56446419|NCT03642496|Biological|Low dose ET019002- T Cells|ET019002- T Cells are autologous T cells transduced expressing a novel anti-CD19 (ET019002) chimeric antigen receptor,and are administered by intravenous infusion with the dose of 0.75×10*6/kg.
