id|nct_id|ctgov_group_code|result_type|title|description
59323466|NCT03624036|BG002|Baseline|Second Stage Cohort 3: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL and SLL with ≤1% malignant cells in peripheral blood or ALC < 5,000 cells/μL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323467|NCT03624036|BG003|Baseline|Second Stage Cohort 4A: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL who previously received two lines of therapy along with ibrutinib with or without anti CD20 antibodies, BCL-2 and PI3k inhibitors received ibrutinib up to 30 hours prior to leukapheresis along with conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323468|NCT03624036|BG004|Baseline|Total|Total of all reporting groups
59323469|NCT03624036|FG000|Participant Flow|First Stage Cohort 1: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with relapsed/refractory (r/r) chronic lymphocytic leukemia (CLL) received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered intravenously (IV) on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-cluster of differentiate 19 (CD19) chimeric antigen receptor (CAR) T cells/kg administered IV on Day 0.
59323470|NCT03624036|FG001|Participant Flow|First Stage Cohort 2: 2 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 2 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323471|NCT03624036|FG002|Participant Flow|Second Stage Cohort 3: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL and small lymphocytic lymphoma (SLL) with ≤1% malignant cells in peripheral blood or absolute lymphocyte count (ALC) < 5,000 cells/μL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323472|NCT03624036|FG003|Participant Flow|Second Stage Cohort 4A: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL who previously received two lines of therapy along with ibrutinib with or without anti CD20 antibodies, B-cell lymphoma 2 (BCL-2) and Phosphoinositide 3-kinase (PI3k) inhibitors received ibrutinib up to 30 hours prior to leukapheresis along with conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323473|NCT03624036|OG000|Outcome|First Stage Cohort 1: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323474|NCT03624036|OG001|Outcome|First Stage Cohort 2: 2 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 2 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323475|NCT03624036|OG002|Outcome|Second Stage Cohort 3: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL and SLL with ≤1% malignant cells in peripheral blood or ALC < 5,000 cells/μL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323476|NCT03624036|OG003|Outcome|Second Stage Cohort 4A: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL who previously received two lines of therapy along with ibrutinib with or without anti CD20 antibodies, BCL-2 and PI3k inhibitors received ibrutinib up to 30 hours prior to leukapheresis along with conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323477|NCT03624036|EG000|Reported Event|First Stage Cohort 1: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323478|NCT03624036|EG001|Reported Event|First Stage Cohort 2: 2 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 2 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323479|NCT03624036|EG002|Reported Event|Second Stage Cohort 3: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL and SLL with ≤1% malignant cells in peripheral blood or ALC < 5,000 cells/μL received conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59323480|NCT03624036|EG003|Reported Event|Second Stage Cohort 4A: 1 x 10^6 Anti-CD19 CAR T Cells/kg|Participants with r/r CLL who previously received two lines of therapy along with ibrutinib with or without anti CD20 antibodies, BCL-2 and PI3k inhibitors received ibrutinib up to 30 hours prior to leukapheresis along with conditioning chemotherapy (fludarabine 30 mg/m^2/day over 30 minutes and cyclophosphamide 500 mg/m^2/day over 30-60 minutes) administered IV on Days -5 to -3 with 2 rest days, followed by single infusion of brexucabtagene autoleucel 1 x 10^6 anti-CD19 CAR T cells/kg administered IV on Day 0.
59336762|NCT03483103|BG000|Baseline|Lisocabtagene Maraleucel (JCAR017)|Participants underwent leukapheresis and may receive salvage low- dose chemotherapy or one cycle of non-curative standard of care antitumor therapy if required. Eligible participants then received lymphodepleting chemotherapy with fludarabine and cyclophosphamide (flu/cy) followed by a single dose of JCAR017 (100×10^6 CAR+ T cells) administered intravenously (IV) 2 to 7 days after completion of lymphodepleting chemotherapy.
59336763|NCT03483103|FG000|Participant Flow|Lisocabtagene Maraleucel (JCAR017)|Participants underwent leukapheresis and may receive salvage low- dose chemotherapy or one cycle of non-curative standard of care antitumor therapy if required. Eligible participants then received lymphodepleting chemotherapy with fludarabine and cyclophosphamide (flu/cy) followed by a single dose of JCAR017 (100×10^6 CAR+ T cells) administered intravenously (IV) 2 to 7 days after completion of lymphodepleting chemotherapy.
59336764|NCT03483103|OG000|Outcome|Lisocabtagene Maraleucel (JCAR017)|Participants underwent leukapheresis and may receive salvage low- dose chemotherapy or one cycle of non-curative standard of care antitumor therapy if required. Eligible participants then received lymphodepleting chemotherapy with fludarabine and cyclophosphamide (flu/cy) followed by a single dose of JCAR017 (100×10^6 CAR+ T cells) administered intravenously (IV) 2 to 7 days after completion of lymphodepleting chemotherapy.
59336765|NCT03483103|EG000|Reported Event|Lisocabtagene Maraleucel (JCAR017)|Participants underwent leukapheresis and may receive salvage low- dose chemotherapy or one cycle of non-curative standard of care antitumor therapy if required. Eligible participants then received lymphodepleting chemotherapy with fludarabine and cyclophosphamide (flu/cy) followed by a single dose of JCAR017 (100×10^6 CAR+ T cells) administered intravenously (IV) 2 to 7 days after completion of lymphodepleting chemotherapy.
59359958|NCT04160195|BG000|Baseline|1/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Dose Escalation|"All participants will be receiving escalating dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359959|NCT04160195|BG001|Baseline|2/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Expansion Phase|"Maximum tolerated dose (MTD) dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + Conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359960|NCT04160195|BG002|Baseline|Total|Total of all reporting groups
59359961|NCT04160195|FG000|Participant Flow|1/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Dose Escalation|"All participants will be receiving escalating dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359962|NCT04160195|FG001|Participant Flow|2/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Expansion Phase|"Maximum tolerated dose (MTD) dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + Conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359963|NCT04160195|OG000|Outcome|1/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Dose Escalation|"All participants will be receiving escalating dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359964|NCT04160195|OG001|Outcome|2/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Expansion Phase|"Maximum tolerated dose (MTD) dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + Conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359965|NCT04160195|OG000|Outcome|1/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Dose Escalation|"All patients will be receiving escalating dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59359966|NCT04160195|OG000|Outcome|All Participants|All participants treated on 1/Conditioning chemotherapy plus Chimeric Antigen Receptors (CAR) T-cells dose escalation and 2/Conditioning chemotherapy plus Chimeric Antigen Receptors (CAR) T-cells expansion phase.
59359967|NCT04160195|EG000|Reported Event|1/Conditioning Chemotherapy Plus Chimeric Antigen Receptors (CAR) T-cells Dose Escalation|"All patients will be receiving escalating dose of Anti-cluster of differentiation 19 (CD19) and anti-cluster of differentiation 20 (CD20) CAR T cells/kg + conditioning chemotherapy~Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptors (CAR) and Anti-cluster of differentiation 20 (CD20)-CAR T cells: Dose-escalation trial starting dose: 0.66 x10^6 CAR+ T cells/kg (weight-based dosing one time) (up to a maximum dose of 10x10^6 CAR+ T cells/kg based on cohort) infuse on day 0~Cyclophosphamide: 500 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3~Fludarabine: 30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
